Away Team,Away Score,Home Team,Home Score
San Francisco Giants,1,Detroit Tigers,6
Minnesota Twins,3,Houston Astros,5
Arizona D'Backs,3,Kansas City Royals,5
Milwaukee Brewers,6,Los Angeles Dodgers,12
Miami Marlins,2,Oakland Athletics,3
Cincinnati Reds,5,Philadelphia Phillies,7
Atlanta Braves,14,Pittsburgh Pirates,2
Cleveland Guardians,7,San Diego Padres,0
Washington Nationals,3,Seattle Mariners,1
Los Angeles Angels,3,Tampa Bay Rays,4
Chicago White Sox,3,Baltimore Orioles,4
Toronto Blue Jays,6,Boston Red Sox,5
St. Louis Cardinals,8,Chicago Cubs,3
Minnesota Twins,3,Houston Astros,6
Colorado Rockies,1,New York Mets,3
New York Yankees,13,Oakland Athletics,4
Cincinnati Reds,0,Philadelphia Phillies,4
Cleveland Guardians,1,Seattle Mariners,3
Los Angeles Angels,3,Tampa Bay Rays,8
Tampa Bay Rays,8,Boston Red Sox,9
Arizona D'Backs,7,Chicago White Sox,2
Baltimore Orioles,2,Houston Astros,0
San Diego Padres,13,Kansas City Royals,5
Los Angeles Dodgers,10,Miami Marlins,6
Chicago Cubs,4,Milwaukee Brewers,3
San Francisco Giants,0,Minnesota Twins,9
Colorado Rockies,6,New York Mets,7
New York Yankees,3,Oakland Athletics,2
Pittsburgh Pirates,4,Philadelphia Phillies,7
Cleveland Guardians,2,Seattle Mariners,3
Atlanta Braves,11,St. Louis Cardinals,4
Detroit Tigers,6,Texas Rangers,7
Los Angeles Angels,12,Toronto Blue Jays,0
Cincinnati Reds,7,Washington Nationals,3
Tampa Bay Rays,1,Boston Red Sox,5
Arizona D'Backs,10,Chicago White Sox,5
Baltimore Orioles,3,Houston Astros,1
San Diego Padres,4,Kansas City Royals,3
Los Angeles Dodgers,1,Miami Marlins,2
Chicago Cubs,0,Milwaukee Brewers,7
San Francisco Giants,2,Minnesota Twins,3
Colorado Rockies,0,New York Mets,3
New York Yankees,2,Oakland Athletics,3
Pittsburgh Pirates,0,Philadelphia Phillies,6
Cleveland Guardians,4,Seattle Mariners,3
Atlanta Braves,5,St. Louis Cardinals,6
Detroit Tigers,11,Texas Rangers,2
Los Angeles Angels,2,Toronto Blue Jays,0
Cincinnati Reds,6,Washington Nationals,2
Tampa Bay Rays,12,Boston Red Sox,4
Arizona D'Backs,3,Chicago White Sox,2
Baltimore Orioles,1,Houston Astros,3
San Diego Padres,7,Kansas City Royals,15
Los Angeles Dodgers,8,Miami Marlins,1
Chicago Cubs,7,Milwaukee Brewers,9
San Francisco Giants,3,Minnesota Twins,8
Colorado Rockies,1,New York Mets,0
New York Yankees,1,Oakland Athletics,4
Pittsburgh Pirates,5,Philadelphia Phillies,0
Cleveland Guardians,0,Seattle Mariners,4
Atlanta Braves,3,St. Louis Cardinals,6
Detroit Tigers,9,Texas Rangers,8
Los Angeles Angels,8,Toronto Blue Jays,3
Cincinnati Reds,2,Washington Nationals,3
New York Yankees,3,Los Angeles Angels,4
Philadelphia Phillies,7,Arizona D'Backs,13
St. Louis Cardinals,13,Cincinnati Reds,4
Los Angeles Dodgers,3,Miami Marlins,2
Pittsburgh Pirates,5,Milwaukee Brewers,7
Boston Red Sox,2,Minnesota Twins,4
San Diego Padres,6,San Francisco Giants,5
Chicago Cubs,4,Toronto Blue Jays,5
New York Yankees,7,Los Angeles Angels,4
Philadelphia Phillies,3,Arizona D'Backs,12
Colorado Rockies,3,Atlanta Braves,2
Kansas City Royals,9,Chicago White Sox,7
St. Louis Cardinals,1,Cincinnati Reds,5
Baltimore Orioles,1,Cleveland Guardians,5
Seattle Mariners,9,Detroit Tigers,3
Tampa Bay Rays,7,Miami Marlins,2
Pittsburgh Pirates,4,Milwaukee Brewers,2
Boston Red Sox,5,Minnesota Twins,10
Los Angeles Dodgers,4,New York Mets,3
San Diego Padres,4,San Francisco Giants,3
Houston Astros,4,Texas Rangers,2
Chicago Cubs,3,Toronto Blue Jays,5
Oakland Athletics,10,Washington Nationals,6
New York Yankees,2,Los Angeles Angels,3
Philadelphia Phillies,18,Arizona D'Backs,2
Colorado Rockies,2,Atlanta Braves,3
Kansas City Royals,2,Chicago White Sox,4
St. Louis Cardinals,5,Cincinnati Reds,3
Baltimore Orioles,4,Cleveland Guardians,0
Seattle Mariners,5,Detroit Tigers,3
Tampa Bay Rays,2,Miami Marlins,1
Pittsburgh Pirates,1,Milwaukee Brewers,6
Boston Red Sox,6,Minnesota Twins,5
Los Angeles Dodgers,1,New York Mets,2
San Diego Padres,5,San Francisco Giants,4
Houston Astros,5,Texas Rangers,3
Chicago Cubs,7,Toronto Blue Jays,5
Oakland Athletics,1,Washington Nationals,5
Milwaukee Brewers,0,Arizona D'Backs,5
Colorado Rockies,0,Atlanta Braves,3
Texas Rangers,8,Boston Red Sox,9
Kansas City Royals,1,Chicago White Sox,7
Baltimore Orioles,3,Cleveland Guardians,0
Seattle Mariners,7,Detroit Tigers,0
Los Angeles Dodgers,3,New York Mets,5
Oakland Athletics,5,Washington Nationals,7
Houston Astros,4,Los Angeles Angels,2
Milwaukee Brewers,1,Arizona D'Backs,2
Miami Marlins,1,Atlanta Braves,8
Oakland Athletics,2,Baltimore Orioles,5
Texas Rangers,1,Boston Red Sox,9
Minnesota Twins,3,Chicago White Sox,4
Colorado Rockies,2,Cincinnati Reds,3
Seattle Mariners,6,Cleveland Guardians,1
Kansas City Royals,4,Detroit Tigers,5
San Diego Padres,7,Los Angeles Dodgers,1
Washington Nationals,3,New York Mets,7
Toronto Blue Jays,4,Pittsburgh Pirates,0
Philadelphia Phillies,1,San Francisco Giants,13
Chicago Cubs,0,St. Louis Cardinals,8
New York Yankees,0,Tampa Bay Rays,9
Houston Astros,1,Los Angeles Angels,2
Milwaukee Brewers,8,Arizona D'Backs,6
Miami Marlins,1,Atlanta Braves,2
Oakland Athletics,1,Baltimore Orioles,8
Texas Rangers,3,Boston Red Sox,5
Minnesota Twins,0,Chicago White Sox,13
Seattle Mariners,4,Cleveland Guardians,0
Kansas City Royals,12,Detroit Tigers,2
San Diego Padres,1,Los Angeles Dodgers,12
Washington Nationals,7,New York Mets,1
Toronto Blue Jays,4,Pittsburgh Pirates,1
Philadelphia Phillies,4,San Francisco Giants,5
Chicago Cubs,4,St. Louis Cardinals,8
New York Yankees,1,Tampa Bay Rays,2
Houston Astros,9,Los Angeles Angels,1
Milwaukee Brewers,1,Arizona D'Backs,5
Miami Marlins,1,Atlanta Braves,7
Oakland Athletics,5,Baltimore Orioles,0
Texas Rangers,2,Boston Red Sox,5
Minnesota Twins,5,Chicago White Sox,1
Colorado Rockies,8,Cincinnati Reds,4
Colorado Rockies,0,Cincinnati Reds,10
Seattle Mariners,6,Cleveland Guardians,3
Kansas City Royals,3,Detroit Tigers,2
San Diego Padres,4,Los Angeles Dodgers,9
Washington Nationals,7,New York Mets,1
Toronto Blue Jays,4,Pittsburgh Pirates,3
Philadelphia Phillies,3,San Francisco Giants,5
Chicago Cubs,0,St. Louis Cardinals,2
New York Yankees,2,Tampa Bay Rays,1
Detroit Tigers,0,Los Angeles Angels,10
Toronto Blue Jays,7,Baltimore Orioles,3
Toronto Blue Jays,8,Baltimore Orioles,4
Milwaukee Brewers,6,Colorado Rockies,4
Texas Rangers,0,Houston Astros,1
Cleveland Guardians,6,Kansas City Royals,5
San Francisco Giants,7,Los Angeles Dodgers,4
Minnesota Twins,2,New York Yankees,5
Arizona D'Backs,5,San Diego Padres,0
Chicago White Sox,3,Seattle Mariners,2
Washington Nationals,6,St. Louis Cardinals,0
Boston Red Sox,3,Tampa Bay Rays,4
Detroit Tigers,4,Los Angeles Angels,5
Toronto Blue Jays,6,Baltimore Orioles,9
Cincinnati Reds,3,Chicago Cubs,9
Milwaukee Brewers,7,Colorado Rockies,10
Texas Rangers,4,Houston Astros,3
Cleveland Guardians,4,Kansas City Royals,1
San Francisco Giants,3,Los Angeles Dodgers,6
Atlanta Braves,10,Oakland Athletics,9
Miami Marlins,2,Philadelphia Phillies,3
New York Mets,2,Pittsburgh Pirates,8
Arizona D'Backs,5,San Diego Padres,6
Chicago White Sox,0,Seattle Mariners,3
Washington Nationals,1,St. Louis Cardinals,4
Boston Red Sox,4,Tampa Bay Rays,8
Detroit Tigers,5,Los Angeles Angels,4
Toronto Blue Jays,4,Baltimore Orioles,1
Cincinnati Reds,7,Chicago Cubs,1
Milwaukee Brewers,4,Colorado Rockies,8
Texas Rangers,3,Houston Astros,4
Cleveland Guardians,1,Kansas City Royals,2
San Francisco Giants,3,Los Angeles Dodgers,7
Minnesota Twins,4,New York Yankees,5
Minnesota Twins,1,New York Yankees,7
Atlanta Braves,7,Oakland Athletics,3
Miami Marlins,3,Philadelphia Phillies,4
New York Mets,5,Pittsburgh Pirates,1
New York Mets,10,Pittsburgh Pirates,0
Arizona D'Backs,3,San Diego Padres,6
Chicago White Sox,9,Seattle Mariners,6
Washington Nationals,5,St. Louis Cardinals,6
Boston Red Sox,0,Tampa Bay Rays,1
Cincinnati Reds,4,Chicago Cubs,3
San Francisco Giants,1,Milwaukee Brewers,2
San Francisco Giants,2,Milwaukee Brewers,4
Minnesota Twins,4,New York Yankees,3
Chicago White Sox,14,Oakland Athletics,2
Miami Marlins,6,Philadelphia Phillies,5
Washington Nationals,11,St. Louis Cardinals,6
Boston Red Sox,2,Baltimore Orioles,3
San Francisco Giants,2,Chicago Cubs,4
Arizona D'Backs,10,Colorado Rockies,13
Los Angeles Angels,3,Houston Astros,4
Detroit Tigers,10,Kansas City Royals,2
New York Mets,3,Miami Marlins,6
Cincinnati Reds,8,Milwaukee Brewers,2
Cleveland Guardians,7,Minnesota Twins,6
Tampa Bay Rays,4,New York Yankees,2
Chicago White Sox,5,Oakland Athletics,3
Washington Nationals,3,Philadelphia Phillies,5
St. Louis Cardinals,2,Pittsburgh Pirates,8
Los Angeles Dodgers,4,San Diego Padres,5
Atlanta Braves,6,Seattle Mariners,4
Toronto Blue Jays,4,Texas Rangers,3
Boston Red Sox,17,Baltimore Orioles,4
San Francisco Giants,5,Chicago Cubs,2
Arizona D'Backs,1,Colorado Rockies,4
Los Angeles Angels,6,Houston Astros,1
Detroit Tigers,8,Kansas City Royals,4
New York Mets,11,Miami Marlins,3
Cincinnati Reds,1,Milwaukee Brewers,5
Cleveland Guardians,6,Minnesota Twins,4
Tampa Bay Rays,3,New York Yankees,10
Chicago White Sox,10,Oakland Athletics,2
Washington Nationals,5,Philadelphia Phillies,8
St. Louis Cardinals,7,Pittsburgh Pirates,5
Los Angeles Dodgers,8,San Diego Padres,4
Atlanta Braves,1,Seattle Mariners,3
Toronto Blue Jays,11,Texas Rangers,7
Boston Red Sox,1,Baltimore Orioles,0
San Francisco Giants,4,Chicago Cubs,2
Arizona D'Backs,12,Colorado Rockies,6
Los Angeles Angels,4,Houston Astros,12
Detroit Tigers,0,Kansas City Royals,4
New York Mets,9,Miami Marlins,3
Cincinnati Reds,6,Milwaukee Brewers,7
Cleveland Guardians,4,Minnesota Twins,1
Tampa Bay Rays,4,New York Yankees,10
Chicago White Sox,3,Oakland Athletics,10
Washington Nationals,5,Philadelphia Phillies,7
St. Louis Cardinals,4,Pittsburgh Pirates,3
Los Angeles Dodgers,11,San Diego Padres,2
Atlanta Braves,7,Seattle Mariners,8
Toronto Blue Jays,1,Texas Rangers,4
Los Angeles Dodgers,6,Arizona D'Backs,0
Pittsburgh Pirates,6,Cincinnati Reds,3
Los Angeles Angels,4,Cleveland Guardians,5
Houston Astros,7,Detroit Tigers,0
Texas Rangers,3,Miami Marlins,2
Texas Rangers,6,Miami Marlins,10
Chicago Cubs,5,New York Mets,2
Atlanta Braves,2,San Francisco Giants,3
Tampa Bay Rays,2,Toronto Blue Jays,3
Los Angeles Dodgers,4,Arizona D'Backs,0
New York Yankees,7,Boston Red Sox,6
Colorado Rockies,2,Chicago White Sox,4
Pittsburgh Pirates,6,Cincinnati Reds,1
Pittsburgh Pirates,1,Cincinnati Reds,0
Los Angeles Angels,1,Cleveland Guardians,3
Houston Astros,6,Detroit Tigers,3
Philadelphia Phillies,2,Miami Marlins,1
Kansas City Royals,3,Minnesota Twins,6
Chicago Cubs,4,New York Mets,1
San Diego Padres,2,Seattle Mariners,0
Atlanta Braves,5,San Francisco Giants,1
Milwaukee Brewers,8,St. Louis Cardinals,4
Oakland Athletics,7,Texas Rangers,8
Tampa Bay Rays,4,Toronto Blue Jays,2
Tampa Bay Rays,2,Toronto Blue Jays,7
Baltimore Orioles,4,Washington Nationals,3
Los Angeles Dodgers,3,Arizona D'Backs,5
New York Yankees,5,Boston Red Sox,3
Colorado Rockies,3,Chicago White Sox,0
Pittsburgh Pirates,10,Cincinnati Reds,4
Los Angeles Angels,3,Cleveland Guardians,5
Houston Astros,2,Detroit Tigers,1
Philadelphia Phillies,6,Miami Marlins,1
Kansas City Royals,0,Minnesota Twins,4
Chicago Cubs,6,New York Mets,3
San Diego Padres,1,Seattle Mariners,6
Atlanta Braves,1,San Francisco Giants,4
Milwaukee Brewers,1,St. Louis Cardinals,4
Oakland Athletics,8,Texas Rangers,7
Tampa Bay Rays,1,Toronto Blue Jays,5
Baltimore Orioles,6,Washington Nationals,2
San Diego Padres,0,Arizona D'Backs,4
Chicago White Sox,8,Cleveland Guardians,2
Oakland Athletics,2,Houston Astros,5
Philadelphia Phillies,3,Miami Marlins,5
Kansas City Royals,2,Minnesota Twins,3
Pittsburgh Pirates,1,New York Mets,7
Cincinnati Reds,3,St. Louis Cardinals,2
Tampa Bay Rays,11,Toronto Blue Jays,0
Seattle Mariners,7,Los Angeles Angels,8
San Diego Padres,12,Arizona D'Backs,3
Philadelphia Phillies,2,Atlanta Braves,7
Kansas City Royals,1,Boston Red Sox,2
Colorado Rockies,1,Chicago Cubs,2
Minnesota Twins,3,Cleveland Guardians,4
Chicago White Sox,2,Detroit Tigers,3
Oakland Athletics,0,Houston Astros,5
New York Yankees,6,Milwaukee Brewers,7
Pittsburgh Pirates,3,New York Mets,4
Los Angeles Dodgers,5,San Francisco Giants,0
Cincinnati Reds,5,St. Louis Cardinals,6
Texas Rangers,4,Tampa Bay Rays,3
Baltimore Orioles,3,Toronto Blue Jays,6
Miami Marlins,4,Washington Nationals,5
Seattle Mariners,1,Los Angeles Angels,2
San Diego Padres,2,Arizona D'Backs,0
Philadelphia Phillies,3,Atlanta Braves,4
Kansas City Royals,9,Boston Red Sox,0
Colorado Rockies,3,Chicago Cubs,1
Minnesota Twins,1,Cleveland Guardians,5
Minnesota Twins,6,Cleveland Guardians,7
Chicago White Sox,4,Detroit Tigers,3
Oakland Athletics,8,Houston Astros,5
New York Yankees,1,Milwaukee Brewers,4
Pittsburgh Pirates,1,New York Mets,5
Los Angeles Dodgers,7,San Francisco Giants,2
Cincinnati Reds,1,St. Louis Cardinals,5
Cincinnati Reds,0,St. Louis Cardinals,1
Texas Rangers,1,Tampa Bay Rays,5
Baltimore Orioles,3,Toronto Blue Jays,6
Miami Marlins,3,Washington Nationals,5
Seattle Mariners,1,Los Angeles Angels,5
San Diego Padres,6,Arizona D'Backs,1
Philadelphia Phillies,2,Atlanta Braves,5
Kansas City Royals,3,Boston Red Sox,13
Colorado Rockies,4,Chicago Cubs,3
Minnesota Twins,3,Cleveland Guardians,0
Chicago White Sox,11,Detroit Tigers,5
Oakland Athletics,2,Houston Astros,11
New York Yankees,12,Milwaukee Brewers,8
Pittsburgh Pirates,3,New York Mets,7
Los Angeles Dodgers,4,San Francisco Giants,3
Cincinnati Reds,3,St. Louis Cardinals,0
Texas Rangers,3,Tampa Bay Rays,5
Baltimore Orioles,5,Toronto Blue Jays,4
Miami Marlins,3,Washington Nationals,1
Seattle Mariners,9,Los Angeles Angels,1
Washington Nationals,2,Atlanta Braves,5
Detroit Tigers,11,Baltimore Orioles,0
Minnesota Twins,4,Cleveland Guardians,11
San Francisco Giants,10,Colorado Rockies,7
Arizona D'Backs,2,Los Angeles Dodgers,5
Chicago Cubs,3,Miami Marlins,10
New York Mets,7,Milwaukee Brewers,2
Houston Astros,4,Tampa Bay Rays,0
Washington Nationals,2,Atlanta Braves,3
Detroit Tigers,3,Baltimore Orioles,2
Cleveland Guardians,10,Chicago White Sox,7
Boston Red Sox,5,Cincinnati Reds,3
San Francisco Giants,6,Colorado Rockies,3
Minnesota Twins,4,Kansas City Royals,5
Arizona D'Backs,5,Los Angeles Dodgers,6
Arizona D'Backs,5,Los Angeles Dodgers,2
Chicago Cubs,2,Miami Marlins,1
New York Mets,7,Milwaukee Brewers,5
Pittsburgh Pirates,8,New York Yankees,9
Seattle Mariners,1,Oakland Athletics,4
Toronto Blue Jays,18,Philadelphia Phillies,11
St. Louis Cardinals,0,San Diego Padres,5
Houston Astros,5,Tampa Bay Rays,0
Los Angeles Angels,5,Texas Rangers,2
Washington Nationals,3,Atlanta Braves,2
Detroit Tigers,1,Baltimore Orioles,8
Cleveland Guardians,8,Chicago White Sox,2
Boston Red Sox,1,Cincinnati Reds,5
San Francisco Giants,6,Colorado Rockies,1
Minnesota Twins,2,Kansas City Royals,5
Arizona D'Backs,6,Los Angeles Dodgers,1
Chicago Cubs,4,Miami Marlins,3
New York Mets,0,Milwaukee Brewers,6
Pittsburgh Pirates,2,New York Yankees,14
Seattle Mariners,1,Oakland Athletics,2
Toronto Blue Jays,3,Philadelphia Phillies,4
St. Louis Cardinals,0,San Diego Padres,1
Houston Astros,5,Tampa Bay Rays,2
Los Angeles Angels,2,Texas Rangers,7
Houston Astros,0,Baltimore Orioles,2
Cleveland Guardians,4,Chicago White Sox,2
Milwaukee Brewers,5,Cincinnati Reds,1
San Francisco Giants,3,Colorado Rockies,0
Minnesota Twins,1,Kansas City Royals,4
Arizona D'Backs,2,Los Angeles Dodgers,3
Boston Red Sox,4,New York Yankees,5
Seattle Mariners,9,Oakland Athletics,5
Atlanta Braves,0,Philadelphia Phillies,1
Chicago Cubs,3,Pittsburgh Pirates,2
St. Louis Cardinals,5,San Diego Padres,4
Toronto Blue Jays,5,Tampa Bay Rays,10
Los Angeles Angels,3,Texas Rangers,5
San Francisco Giants,6,Arizona D'Backs,5
Houston Astros,0,Baltimore Orioles,6
Detroit Tigers,5,Chicago White Sox,3
Milwaukee Brewers,5,Cincinnati Reds,3
San Diego Padres,3,Colorado Rockies,4
Seattle Mariners,1,Kansas City Royals,5
St. Louis Cardinals,11,Los Angeles Dodgers,0
Washington Nationals,2,Miami Marlins,5
Los Angeles Angels,4,Minnesota Twins,2
Boston Red Sox,4,New York Yankees,5
New York Mets,9,Oakland Athletics,2
Atlanta Braves,1,Philadelphia Phillies,9
Chicago Cubs,6,Pittsburgh Pirates,5
Toronto Blue Jays,6,Tampa Bay Rays,10
Cleveland Guardians,6,Texas Rangers,3
San Francisco Giants,2,Arizona D'Backs,5
Houston Astros,11,Baltimore Orioles,10
Detroit Tigers,7,Chicago White Sox,2
Milwaukee Brewers,10,Cincinnati Reds,2
San Diego Padres,9,Colorado Rockies,3
Seattle Mariners,6,Kansas City Royals,5
St. Louis Cardinals,2,Los Angeles Dodgers,6
Washington Nationals,1,Miami Marlins,4
Los Angeles Angels,4,Minnesota Twins,8
Boston Red Sox,5,New York Yankees,7
New York Mets,4,Oakland Athletics,10
Atlanta Braves,6,Philadelphia Phillies,3
Chicago Cubs,0,Pittsburgh Pirates,6
Toronto Blue Jays,3,Tampa Bay Rays,1
Cleveland Guardians,4,Texas Rangers,2
San Francisco Giants,3,Arizona D'Backs,2
Houston Astros,6,Baltimore Orioles,3
Detroit Tigers,4,Chicago White Sox,1
Milwaukee Brewers,1,Cincinnati Reds,2
San Diego Padres,13,Colorado Rockies,6
Seattle Mariners,12,Kansas City Royals,13
St. Louis Cardinals,1,Los Angeles Dodgers,4
Washington Nationals,6,Miami Marlins,1
Los Angeles Angels,10,Minnesota Twins,3
Boston Red Sox,0,New York Yankees,2
New York Mets,13,Oakland Athletics,4
Atlanta Braves,8,Philadelphia Phillies,7
Chicago Cubs,8,Pittsburgh Pirates,3
Toronto Blue Jays,7,Tampa Bay Rays,1
Cleveland Guardians,10,Texas Rangers,4
Baltimore Orioles,14,Boston Red Sox,8
Cincinnati Reds,3,Pittsburgh Pirates,8
New York Yankees,2,Toronto Blue Jays,3
Atlanta Braves,8,Washington Nationals,0
Oakland Athletics,3,Los Angeles Angels,4
Baltimore Orioles,9,Boston Red Sox,13
Philadelphia Phillies,1,Chicago Cubs,2
Tampa Bay Rays,6,Cleveland Guardians,5
Kansas City Royals,3,Detroit Tigers,4
Arizona D'Backs,2,Houston Astros,10
St. Louis Cardinals,6,Milwaukee Brewers,2
Chicago White Sox,0,Minnesota Twins,4
Miami Marlins,6,New York Mets,4
Cincinnati Reds,1,Pittsburgh Pirates,4
Los Angeles Dodgers,3,San Diego Padres,4
Texas Rangers,5,Seattle Mariners,0
Colorado Rockies,2,San Francisco Giants,5
New York Yankees,5,Toronto Blue Jays,2
Atlanta Braves,8,Washington Nationals,2
Oakland Athletics,1,Los Angeles Angels,4
Baltimore Orioles,1,Boston Red Sox,3
Philadelphia Phillies,2,Chicago Cubs,4
Tampa Bay Rays,1,Cleveland Guardians,2
Kansas City Royals,1,Detroit Tigers,2
Arizona D'Backs,5,Houston Astros,2
St. Louis Cardinals,1,Milwaukee Brewers,5
Chicago White Sox,4,Minnesota Twins,8
Miami Marlins,4,New York Mets,5
Cincinnati Reds,3,Pittsburgh Pirates,4
Los Angeles Dodgers,1,San Diego Padres,0
Texas Rangers,1,Seattle Mariners,3
Colorado Rockies,3,San Francisco Giants,6
New York Yankees,8,Toronto Blue Jays,3
Atlanta Braves,2,Washington Nationals,3
Oakland Athletics,2,Los Angeles Angels,4
Baltimore Orioles,3,Boston Red Sox,5
Philadelphia Phillies,0,Chicago Cubs,2
Tampa Bay Rays,1,Cleveland Guardians,2
Kansas City Royals,3,Detroit Tigers,10
Miami Marlins,4,Milwaukee Brewers,2
Chicago White Sox,4,Minnesota Twins,3
Los Angeles Dodgers,5,San Diego Padres,2
Texas Rangers,9,Seattle Mariners,10
Colorado Rockies,4,San Francisco Giants,6
Texas Rangers,1,Los Angeles Angels,4
New York Mets,2,Atlanta Braves,5
Cincinnati Reds,1,Chicago Cubs,6
Kansas City Royals,3,Cleveland Guardians,6
Minnesota Twins,7,Detroit Tigers,0
Tampa Bay Rays,7,Houston Astros,3
Colorado Rockies,1,Los Angeles Dodgers,10
Miami Marlins,0,Milwaukee Brewers,1
Baltimore Orioles,2,New York Yankees,1
Chicago White Sox,3,San Diego Padres,1
Oakland Athletics,1,Seattle Mariners,2
Arizona D'Backs,4,San Francisco Giants,10
Pittsburgh Pirates,1,St. Louis Cardinals,2
Boston Red Sox,0,Toronto Blue Jays,9
Philadelphia Phillies,5,Washington Nationals,1
Texas Rangers,2,Los Angeles Angels,3
New York Mets,2,Atlanta Braves,4
Cincinnati Reds,1,Chicago Cubs,2
Kansas City Royals,7,Cleveland Guardians,1
Minnesota Twins,2,Detroit Tigers,3
Tampa Bay Rays,1,Houston Astros,2
Colorado Rockies,4,Los Angeles Dodgers,6
Miami Marlins,4,Milwaukee Brewers,3
Baltimore Orioles,0,New York Yankees,8
Chicago White Sox,2,San Diego Padres,5
Oakland Athletics,1,Seattle Mariners,5
Arizona D'Backs,8,San Francisco Giants,4
Pittsburgh Pirates,3,St. Louis Cardinals,13
Boston Red Sox,0,Toronto Blue Jays,10
Philadelphia Phillies,4,Washington Nationals,13
Philadelphia Phillies,8,Washington Nationals,2
Texas Rangers,3,Los Angeles Angels,8
New York Mets,3,Atlanta Braves,5
Cincinnati Reds,1,Chicago Cubs,8
Kansas City Royals,5,Cleveland Guardians,7
Minnesota Twins,2,Detroit Tigers,5
Tampa Bay Rays,1,Houston Astros,3
Colorado Rockies,4,Los Angeles Dodgers,1
Miami Marlins,4,Milwaukee Brewers,3
Baltimore Orioles,3,New York Yankees,1
Chicago White Sox,2,San Diego Padres,1
Oakland Athletics,10,Seattle Mariners,3
Arizona D'Backs,3,San Francisco Giants,4
Pittsburgh Pirates,7,St. Louis Cardinals,5
Boston Red Sox,3,Toronto Blue Jays,6
Philadelphia Phillies,8,Washington Nationals,1
Toronto Blue Jays,5,Baltimore Orioles,1
Tampa Bay Rays,3,Boston Red Sox,4
Minnesota Twins,2,Chicago White Sox,3
Chicago Cubs,1,Cincinnati Reds,3
Kansas City Royals,5,Cleveland Guardians,2
Philadelphia Phillies,3,Houston Astros,0
Colorado Rockies,2,Los Angeles Dodgers,1
Atlanta Braves,0,Miami Marlins,4
Arizona D'Backs,5,Milwaukee Brewers,6
Los Angeles Angels,4,Oakland Athletics,5
St. Louis Cardinals,2,Pittsburgh Pirates,3
San Francisco Giants,4,San Diego Padres,7
Detroit Tigers,4,Seattle Mariners,3
New York Yankees,3,Texas Rangers,1
Tampa Bay Rays,0,Boston Red Sox,6
Minnesota Twins,3,Chicago White Sox,8
Chicago Cubs,2,Cincinnati Reds,3
Kansas City Royals,3,Cleveland Guardians,5
Philadelphia Phillies,0,Houston Astros,10
Colorado Rockies,5,Los Angeles Dodgers,2
Atlanta Braves,2,Miami Marlins,1
Arizona D'Backs,0,Milwaukee Brewers,3
Washington Nationals,2,New York Mets,4
Washington Nationals,0,New York Mets,8
Los Angeles Angels,1,Oakland Athletics,2
St. Louis Cardinals,8,Pittsburgh Pirates,7
San Francisco Giants,2,San Diego Padres,6
Detroit Tigers,6,Seattle Mariners,7
Detroit Tigers,6,Seattle Mariners,9
New York Yankees,5,Texas Rangers,4
New York Yankees,2,Texas Rangers,3
Toronto Blue Jays,4,Baltimore Orioles,5
Toronto Blue Jays,5,Baltimore Orioles,1
Tampa Bay Rays,3,Boston Red Sox,6
Minnesota Twins,10,Chicago White Sox,1
Chicago Cubs,15,Cincinnati Reds,2
Kansas City Royals,2,Cleveland Guardians,9
Philadelphia Phillies,2,Houston Astros,3
Colorado Rockies,1,Los Angeles Dodgers,6
Atlanta Braves,9,Miami Marlins,12
Arizona D'Backs,4,Milwaukee Brewers,2
Washington Nationals,2,New York Mets,9
Los Angeles Angels,2,Oakland Athletics,3
St. Louis Cardinals,3,Pittsburgh Pirates,5
San Francisco Giants,8,San Diego Padres,1
Detroit Tigers,4,Seattle Mariners,5
New York Yankees,2,Texas Rangers,4
